# Quests/SideQuests - 20. davka
The work is done. These trophies should speak for themselves.	Práce je hotová. Tyhle trofeje mluví samy za sebe.
Then come back to me when you have.	Tak se ke mně vrať, až budeš mít.
Then don't ask me for help.	Tak mě o pomoc nežádej.
Then don’t come back until you have it!	Tak se nevracej, dokud to nebudeš mít!
Then head back to me with a bag of money in one piece. Easy, right?	Pak se ke mně vrať s měšcem peněz a v jednom kuse. Snadné, ne?
Then help me clear this up.	Tak mi pomoz to vyjasnit.
Then join me.	Tak se ke mně přidej.
Then prove me wrong. Show me you’re not afraid.	Tak mi dokaž, že se mýlím. Ukaž, že se nebojíš.
Then tell them if you want, I bet no one believes you. Get out of my sight.	Tak jim to řekni, jestli chceš, vsadím se, že ti nikdo neuvěří. Zmiz mi z očí.
Then there’s no time to waste. To the outpost.	Pak není času nazbyt. Do pevnůstky.
Then what brings you here?	Tak co tě sem přivádí?
Then why are you wasting my time? Go and get it.	Tak proč mi marníš čas? Běž to sehnat.
There are more questions I want to ask.	Chci se zeptat na další otázky.
There are other questions I want to ask.	Chci se zeptat na jiné otázky.
There have been whispers. Strange behaviors. People acting out of character.	Kolují šeptandy. Podivné chování. Lidé jednající proti své povaze.
