# Obsah hry, dávka 23 (S-T) - originál <TAB> překlad
# Obsahuje nejčastější zadání úkolu ve hře: "Talk to {Npc}" (51×) a varianty.

# --- rozhovorové úkoly ---
Sweet Potato Seeds	Sadba batátů
Sunflower Seeds	Slunečnicová semena
Sunleaf Cluster	Trs slunolistu
Sunleaf Seeds	Semena slunolistu
Swamp Reed	Bažinný rákos

# --- zvířata a ryby ---
Stag	Jelen
Stag Horns	Jelení parohy
Stag Trophy	Jelení trofej
Stag trophy provides renown for placing in your settlement	Jelení trofej ti po umístění v osadě přinese věhlas
Stag trophy provides renown for placing in your settlement.	Jelení trofej ti po umístění v osadě přinese věhlas.
Spotted Gluttonfish Trophy	Trofej skvrnité nenasytky
Steelfin Glider	Ocelploutvý klouzavec
Striped Catfin	Pruhovaná kočkoploutvá
Striped Shadowtail	Pruhovaný stínoocasý

# --- zbraně a výstroj ---
Sturdy Arrows	Pevné šípy
Sturdy Falchion	Pevný falchion
Sturdy Sabre	Pevná šavle
Sturdy Waraxe	Pevná válečná sekera
Sturdy Warhammer	Pevné válečné kladivo
Sturdy Pickaxe	Pevný krumpáč
Sturdy Gloves	Pevné rukavice
Sturdy Shoes	Pevné boty
Studded Bracers	Cvočkované chrániče předloktí
Studded Helm	Cvočkovaná přilba
Studded Shirt	Cvočkovaná košile
Strapped Leather Boots	Kožené boty s řemínky
Strapped Reinforced Gloves	Zesílené rukavice s řemínky
Strengthen Shirt	Zesílená košile
Straw Hat	Slaměný klobouk
Sword	Meč
Telescope	Dalekohled

# --- výstroj bažinných loupežníků ---
Swamp Robbers Helmets 1	Přilby bažinných loupežníků 1
Swamp Robbers Helmets 2	Přilby bažinných loupežníků 2
Swamp Robbers Hood	Kapuce bažinných loupežníků
Swamp Robbers Garb 1	Šat bažinných loupežníků 1
Swamp Robbers Garb 2	Šat bažinných loupežníků 2
Swamp Robbers Garb 3	Šat bažinných loupežníků 3
Swamp Robbers Gloves	Rukavice bažinných loupežníků
Swamp Robbers Pants	Kalhoty bažinných loupežníků
Swamp Robbers Boots	Boty bažinných loupežníků

# --- nábytek a ozdoby ---
Standing Torch	Stojací pochodeň
Sturdy Bench	Pevná lavice
Sturdy Little Bench	Pevná lavička
Sturdy Chair	Pevná židle
Sturdy Stool	Pevná stolička
Stump bench	Lavice z pařezu
Sunken Basket	Potopený koš
Sunflower Patch	Záhon slunečnic
Suspicious Altar	Podezřelý oltář
Suspicious Pile	Podezřelá hromada

# --- stavby a místa ---
Stable	Stáj
Stairs	Schody
Stairs To The Chamber	Schody do komnaty
Stairs with Battlements	Schody s cimbuřím
Staging Ground	Shromaždiště
Starting Area Chicken Coop	Kurník ve výchozí oblasti
Starting Area Outhouse	Kadibudka ve výchozí oblasti
Stone Road	Kamenná cesta
Stone Tomb	Kamenná hrobka
Stonemason's Hut	Kamenická chýše
Stockpile	Skládka
Storage	Sklad
Stormwarden Lighthouse	Maják Stormwarden
Study Corner	Studijní kout
Swamp	Bažina
Swamp Hermit Hut	Chýše bažinného poustevníka
Tanner's House	Koželuhův dům
Tanner's Hut	Koželužna
Tanners Hut	Koželužna
Tannery	Koželužna
Tanning Rack	Vydělávací rám
Tavern	Hospoda
Tavern Cauldron	Kotel v hospodě

# --- lidé ---
Spy	Zvěd
Sprinter	Běžec
Stalwart	Neochvějný
Stout	Statný
Stowaway	Černý pasažér
Suspect	Podezřelý
Swordsman	Šermíř
Tailor	Krejčí

# --- rozhraní ---
Squads	Oddíly
Stabilization Time	Doba ustálení
Stack	Hromádka
Stamina	Výdrž
Stamina Bonus	Bonus k výdrži
Stamina Regeneration	Obnova výdrže
START	START
Start preview	Spustit náhled
Stop preview	Zastavit náhled
Stop research	Zastavit bádání
Starving	Hladoví
State	Stav
Statistics	Statistiky
Stats	Statistiky
Stats & Effects	Statistiky a účinky
Status	Stav
Status:	Stav:
Stayed a night at a tavern in home village	Přespal v hospodě v domovské vsi
Stir	Zamíchat
Stock	Zásoba
Stop	Zastavit
Stops	Zastávky
Storage Filters	Filtry skladu
Storage management	Správa skladu
Strength	Síla
Stress	Stres
Stress factors:	Zdroje stresu:
Stress Penalty	Postih ze stresu
Structure name	Název stavby
Structure Priority	Priorita stavby
Struggling	Strádá
Subtract	Odečíst
Sunset	Západ slunce
Support	Podpora
Sweat	Pot
Swim	Plavat
Switch	Přepnout
Switch settlement	Přepnout osadu
Switch Settlement	Přepnout osadu
Switch squad	Přepnout oddíl
Switch Structure	Přepnout stavbu
Switch structure	Přepnout stavbu
Take	Vzít
talking	mluví
Tech Item	Technologie
Tech Items	Technologie
Tech Tree	Strom technologií
TechTree	Strom technologií
Technology Tier	Úroveň technologie
Teleport in	Přenést se za
Teleport to NPC	Přenést se k NPC
STONES	KAMENY
SUBTITLE TEXT HERE	SEM PATŘÍ TITULEK
TECHNICAL ART	TECHNICKÁ GRAFIKA
